Data Type:                         CLASS 10 SECOND DATA
Project ID:                        TOGA/COARE: KAVIENG
Launch Site Type/Site ID:          FIXED, KAV
Launch Location (lon,lat,alt):     150 48.00E, 02 35.00S, 150.8, -2.58333, 3
GMT Launch Time (y,m,d,h,m,s):     1993, 01, 17, 17:12:16
Sonde Type/ID/Sensor ID/Tx Freq:   VAISALA RS80-15N 0, 0, 400.525
Met Processor/Met Smoothing:       NCAR RS80 PROCESSOR, 10 SECONDS
Winds Type/Processor/Smoothing:    OMEGA, TRIMBLE MINI-OMEGA, 240 SECONDS
Pre-launch Met Obs Source:         CAMPBELL SCIENTIFIC CR10
System Operator/Comments:          KUSUNAN SULUSUL, (REPROCESSED),NONE
/
/
 Time  Press  Temp  Dewpt  RH    Uwind  Vwind  Wspd  Dir   dZ      Lon     Lat    Rng   Az     Alt    Qp   Qt   Qh   Qu   Qv   Quv
  sec    mb     C     C     %     m/s    m/s   m/s   deg   m/s     deg     deg     km   deg     m     mb   C    %    m/s  m/s  m/s
------ ------ ----- ----- ----- ------ ------ ----- ----- ----- -------- ------- ----- ----- ------- ---- ---- ---- ---- ---- ----
 -98.0 1004.9  24.2  23.7  97.0    0.0    0.0   0.0   3.8   0.0  150.800  -2.583   0.0   0.0     3.0 77.0 77.0 77.0 77.0 77.0 77.0
  10.0  999.8  26.0  24.7  92.4    0.0    -.1    .1  12.4   4.5  150.799  -2.586    .3 198.2    48.2   .4   .3   .8 88.0 88.0 88.0
  20.0  993.8  26.7  24.3  86.8    -.1    -.3    .3  12.4   5.3  150.799  -2.586    .3 198.2   101.3   .3  0.0   .3 88.0 88.0 88.0
  30.0  988.3  26.4  24.0  86.7    -.1    -.4    .4  12.4   4.9  150.799  -2.586    .3 198.1   150.4   .2  0.0   .1 88.0 88.0 88.0
  40.0  982.7  26.0  23.8  87.8    -.1    -.5    .5  12.4   5.0  150.799  -2.586    .3 198.1   200.6   .2   .1   .1 88.0 88.0 88.0
  50.0  978.1  25.8  23.7  88.6    -.1    -.6    .6  12.4   4.2  150.799  -2.586    .3 198.0   242.6   .1  0.0   .1 88.0 88.0 88.0
  60.0  973.3  25.4  23.6  89.7    -.2    -.8    .8  12.4   4.3  150.799  -2.586    .3 197.8   285.7   .2  0.0   .1 88.0 88.0 88.0
  70.0  967.5  25.0  23.5  91.0    -.2    -.9    .9  12.4   5.3  150.799  -2.586    .3 197.7   338.4   .5  0.0   .2 88.0 88.0 88.0
  80.0  961.8  24.6  23.3  92.2    -.2   -1.0   1.0  12.4   5.3  150.799  -2.586    .4 197.6   391.1   .4  0.0   .3 88.0 88.0 88.0
  90.0  956.6  24.3  23.0  92.5    -.3   -1.1   1.2  12.4   4.7  150.799  -2.586    .4 197.4   438.5   .4  0.0   .2 88.0 88.0 88.0
 100.0  950.5  23.8  22.7  93.8    -.3   -1.3   1.3  12.4   5.6  150.799  -2.587    .4 197.2   494.7   .3  0.0  1.0 88.0 88.0 88.0
 110.0  945.5  23.5  22.2  92.2    -.3   -1.4   1.4  12.4   4.6  150.799  -2.587    .4 197.1   540.7   .4  0.0   .4 88.0 88.0 88.0
 120.0  940.1  23.3  21.7  90.8    -.3   -1.5   1.6  12.4   5.1  150.799  -2.587    .4 196.9   591.5   .2  0.0   .4 88.0 88.0 88.0
 130.0  935.3  23.1  21.1  89.0    -.4   -1.4   1.4  16.2   4.5  150.799  -2.587    .4 196.9   636.1   .2  0.0   .2   .1   .1   .2
 140.0  930.7  22.7  20.9  89.2    -.4   -1.2   1.3  19.9   4.3  150.799  -2.587    .4 196.9   679.6   .2  0.0   .2   .1   .1   .2
 150.0  925.1  22.4  20.6  89.4    -.5   -1.0   1.1  26.2   5.3  150.799  -2.587    .4 197.1   732.2   .2  0.0   .2   .1   .1   .2
 160.0  919.4  22.1  20.3  89.5    -.4    -.8    .9  27.5   5.4  150.799  -2.587    .4 197.3   786.5   .4  0.0   .2   .1   .1   .2
 170.0  914.2  21.7  20.0  89.8    -.4    -.6    .7  33.4   4.9  150.799  -2.587    .4 197.5   835.8   .2  0.0   .2   .2   .1   .2
 180.0  908.6  21.4  19.6  89.7    -.2    -.4    .5  31.7   5.4  150.799  -2.587    .5 197.7   889.4   .3  0.0   .4   .2   .1   .2
 190.0  903.1  21.3  18.9  86.4    -.2    -.3    .3  33.0   5.2  150.799  -2.587    .5 197.9   941.5   .3  0.0   .3   .2   .1   .2
 200.0  897.9  21.1  18.4  84.5    -.2    -.2    .3  50.6   5.1  150.799  -2.587    .5 198.0   992.5   .1  0.0   .3   .2   .1   .2
 210.0  894.0  21.0  17.8  82.2    -.3    -.1    .3  63.6   3.8  150.799  -2.587    .5 198.2  1030.2   .2  0.0   .2   .2   .1   .2
 220.0  888.4  20.7  17.4  81.7    -.3    0.0    .3  87.5   5.4  150.799  -2.587    .5 198.5  1084.2   .3  0.0   .4   .2   .1   .2
 230.0  883.9  20.4  17.5  83.5    -.3     .1    .3 116.8   4.4  150.799  -2.587    .5 198.9  1128.5   .1  0.0   .1   .1   .1   .2
 240.0  879.8  20.1  17.4  84.7    -.1     .3    .3 155.4   4.0  150.799  -2.587    .5 199.2  1168.6   .3  0.0  0.0   .1   .1   .2
 250.0  875.9  19.9  17.2  84.7    0.0     .3    .3 187.9   3.9  150.799  -2.587    .5 199.4  1207.1   .3  0.0   .2   .1   .1   .2
 260.0  871.4  19.6  17.0  84.9     .3     .2    .3 239.0   4.5  150.799  -2.587    .5 199.3  1251.9   .2  0.0   .2   .1   .1   .2
 270.0  866.9  19.4  16.6  84.1     .7     .1    .7 260.7   4.5  150.799  -2.587    .5 198.8  1296.4   .1  0.0   .1   .1   .1   .2
 280.0  862.8  19.2  16.4  83.6    1.1     .1   1.1 263.9   4.1  150.799  -2.587    .4 197.8  1337.8   .1  0.0   .1   .1   .1   .2
 290.0  859.3  19.1  16.2  83.3    1.5     .2   1.5 263.3   3.5  150.799  -2.587    .4 196.2  1372.7   .1  0.0   .4   .1   .1   .2
 300.0  854.4  19.0  16.0  82.6    1.7     .3   1.7 260.7   4.9  150.799  -2.587    .4 194.3  1421.8   .2  0.0   .4   .1   .1   .2
 310.0  850.2  19.0  15.8  81.7    1.9     .4   1.9 259.3   4.2  150.799  -2.587    .4 192.1  1463.7   .2  0.0   .3   .1   .1   .2
 320.0  845.6  18.9  15.3  79.5    2.0     .3   2.0 260.9   4.7  150.799  -2.587    .4 189.6  1510.5   .2  0.0   .4   .1   .1   .2
 330.0  841.0  18.8  14.9  78.3    2.1     .2   2.1 264.4   4.7  150.800  -2.587    .4 186.9  1557.8   .4  0.0   .2   .1   .1   .2
 340.0  836.4  18.3  14.6  78.9    2.3     .2   2.3 265.6   4.7  150.800  -2.587    .4 183.9  1604.6   .1  0.0   .2   .1   .1   .2
 350.0  832.1  17.9  14.6  80.6    2.4     .1   2.4 267.1   4.4  150.800  -2.587    .4 180.7  1649.0   .1  0.0   .1   .1   .1   .2
 360.0  826.9  17.5  14.0  79.8    2.5    0.0   2.5 269.1   5.4  150.800  -2.587    .4 177.3  1702.9   .3  0.0   .4   .1   .1   .2
 370.0  823.0  17.3  13.4  77.9    2.5    0.0   2.5 270.3   4.1  150.800  -2.587    .4 173.9  1744.0   .4  0.0   .2   .1   .1   .2
 380.0  819.2  17.1  13.1  77.5    2.3    -.1   2.3 273.2   4.0  150.801  -2.587    .4 170.6  1783.6   .1  0.0   .5   .2   .1   .2
 390.0  815.1  16.8  13.0  78.1    2.2    -.2   2.2 274.9   4.2  150.801  -2.587    .4 167.6  1825.8   .2  0.0   .7   .2   .1   .2
 400.0  811.1  16.6  12.5  76.7    2.1    -.1   2.1 274.0   4.3  150.801  -2.587    .4 164.8  1868.6   .4  0.0   .4   .2   .1   .2
 410.0  806.8  16.4  12.2  76.0    2.1    -.1   2.1 273.3   4.5  150.801  -2.587    .4 162.2  1913.5   .1  0.0   .4   .2   .1   .2
 420.0  803.0  16.3  12.2  76.5    1.9    -.1   1.9 271.6   4.1  150.801  -2.587    .4 159.8  1954.1   .2  0.0   .3   .2   .1   .2
 430.0  799.0  16.1  11.6  74.7    1.6     .1   1.6 268.2   4.2  150.802  -2.587    .4 157.7  1996.4   .1  0.0   .1   .1   .1   .2
 440.0  794.8  15.8  11.0  72.8    1.3     .2   1.3 261.8   4.4  150.802  -2.587    .5 155.9  2040.9   .2  0.0   .2   .1   .1   .2
 450.0  791.2  15.7  11.0  73.8     .9     .3    .9 250.7   3.9  150.802  -2.587    .5 154.6  2079.6   .2  0.0   .5   .1   .1   .2
 460.0  787.9  15.3  11.8  79.3     .4     .4    .5 221.9   3.6  150.802  -2.587    .5 153.7  2115.2  0.0  0.0   .2   .1   .1   .2
 470.0  783.9  15.0  12.0  82.2    -.2     .6    .6 158.4   4.4  150.802  -2.587    .5 153.4  2159.0   .2  0.0   .5   .1   .1   .2
 480.0  780.2  14.8  11.7  81.8    -.9     .6   1.0 124.0   3.9  150.802  -2.587    .4 153.7  2198.4   .1  0.0   .3   .1   .1   .2
 490.0  776.8  14.5  11.7  83.0   -1.5     .6   1.6 111.4   3.8  150.802  -2.587    .4 154.7  2236.4   .1  0.0  0.0   .1   .1   .2
 500.0  772.7  14.3  11.4  82.7   -2.0     .5   2.1 104.7   4.5  150.802  -2.587    .4 156.5  2281.1   .2  0.0   .4   .1   .1   .2
 510.0  768.6  14.2  11.1  81.5   -2.5     .4   2.5  99.9   4.5  150.801  -2.587    .4 159.2  2325.9   .2  0.0   .2   .1   .1   .2
 520.0  765.5  14.1  11.0  81.3   -2.7     .4   2.7  98.3   3.4  150.801  -2.587    .4 162.5  2359.9   .2  0.0  0.0   .2   .1   .2
 530.0  762.0  13.9  10.7  80.7   -2.8     .4   2.8  98.3   3.8  150.801  -2.587    .4 166.2  2398.2   .1  0.0   .3   .2   .1   .2
 540.0  758.4  13.9  10.3  78.5   -2.9     .4   2.9  98.4   4.1  150.801  -2.587    .4 170.2  2438.7  0.0  0.0   .3   .2   .1   .2
 550.0  754.7  13.9  10.1  78.1   -3.0     .4   3.1  97.4   4.1  150.800  -2.587    .4 174.7  2480.2  0.0  0.0   .1   .2   .1   .2
 560.0  751.4  13.7   9.8  77.5   -3.1     .3   3.1  95.3   3.7  150.800  -2.587    .4 179.5  2517.4   .1  0.0   .1   .2   .1   .2
 570.0  747.9  13.4   9.7  78.1   -3.2     .2   3.2  92.7   3.9  150.800  -2.587    .4 184.5  2556.2   .2  0.0   .2   .2   .1   .2
 580.0  744.5  13.3   9.4  77.5   -3.2    0.0   3.2  90.8   3.9  150.799  -2.587    .4 189.6  2594.9  0.0  0.0   .4   .2   .1   .2
 590.0  741.3  13.3   9.0  75.2   -3.2    -.1   3.2  89.0   3.7  150.799  -2.587    .4 194.4  2631.8   .1  0.0   .3   .2   .1   .2
 600.0  737.5  13.2   8.3  72.3   -3.1    0.0   3.1  89.4   4.3  150.799  -2.587    .4 199.0  2674.8   .2  0.0   .8   .2   .1   .2
 610.0  733.7  13.1   8.6  73.7   -3.0    -.1   3.0  87.5   4.4  150.799  -2.587    .4 203.2  2718.6   .1  0.0   .4   .2   .1   .2
 620.0  730.2  13.0   7.8  70.5   -3.0    -.4   3.1  83.1   4.0  150.798  -2.587    .4 206.9  2758.7   .2  0.0   .3   .2   .1   .2
 630.0  726.9  13.0   7.0  67.0   -3.1    -.7   3.1  77.8   3.8  150.798  -2.587    .4 210.3  2797.0   .2  0.0   .3   .2   .1   .2
 640.0  723.3  12.7   6.7  66.7   -3.0    -.9   3.1  72.8   4.1  150.798  -2.587    .4 213.1  2838.4   .1  0.0   .3   .2   .1   .2
 650.0  720.0  12.5   6.5  66.6   -2.9   -1.1   3.1  69.4   3.9  150.798  -2.587    .5 215.5  2877.1   .2  0.0   .2   .2   .1   .2
 660.0  716.5  12.3   6.8  68.9   -2.9   -1.2   3.2  67.4   4.1  150.797  -2.587    .5 217.4  2917.6   .1  0.0  1.9   .2   .1   .2
 670.0  713.1  12.1   6.0  66.5   -2.9   -1.3   3.2  65.9   4.0  150.797  -2.587    .5 219.1  2957.5   .2  0.0   .2   .2   .1   .2
 680.0  709.7  11.8   5.8  66.9   -2.6   -1.3   3.0  63.4   4.0  150.797  -2.587    .6 220.5  2997.4   .2  0.0   .1   .2   .1   .2
 690.0  706.0  11.4   6.0  69.2   -2.4   -1.3   2.7  61.8   4.4  150.797  -2.587    .6 221.5  3041.5   .2  0.0  1.4   .2   .1   .2
 700.0  702.7  11.1   6.2  71.3   -2.1   -1.3   2.5  59.4   4.0  150.796  -2.587    .6 222.3  3081.1   .3  0.0   .8   .2   .1   .2
 710.0  699.1  10.9   5.9  71.1   -2.1   -1.3   2.4  58.6   4.3  150.796  -2.587    .6 223.0  3124.2   .2  0.0   .6   .2   .1   .2
 720.0  695.7  10.7   5.3  69.1   -2.1   -1.3   2.5  59.1   4.0  150.796  -2.588    .7 223.6  3164.1   .1  0.0   .2   .2   .1   .2
 730.0  692.4  10.5   5.1  69.4   -2.3   -1.4   2.6  58.7   4.0  150.796  -2.588    .7 224.1  3204.5   .3  0.0   .4   .2   .1   .2
 740.0  688.2  10.2   5.5  73.0   -2.4   -1.4   2.8  60.5   5.0  150.796  -2.588    .7 224.7  3254.7   .2  0.0  1.6   .2   .1   .2
 750.0  684.8  10.0   5.0  70.8   -2.6   -1.4   3.0  61.4   4.1  150.795  -2.588    .7 225.4  3295.7   .2  0.0   .2   .2   .1   .2
 760.0  680.9   9.7   4.6  70.6   -2.7   -1.4   3.0  62.3   4.8  150.795  -2.588    .8 226.0  3344.0   .1  0.0   .2   .2   .1   .2
 770.0  677.3   9.3   4.2  70.6   -2.7   -1.3   3.0  64.6   4.4  150.795  -2.588    .8 226.7  3388.0   .2  0.0   .7   .2   .1   .2
 780.0  674.1   9.2   3.3  66.6   -2.7   -1.1   2.9  67.4   3.9  150.795  -2.588    .8 227.3  3427.2   .1  0.0  1.1   .2   .1   .2
 790.0  670.8   9.0   3.0  66.0   -2.7   -1.0   2.8  69.6   4.1  150.794  -2.588    .8 228.0  3468.1   .2  0.0   .1   .2   .1   .2
 800.0  667.4   8.6   2.9  67.4   -2.5   -1.0   2.7  69.0   4.2  150.794  -2.589    .9 228.7  3509.9   .1  0.0   .1   .2   .1   .2
 810.0  663.9   8.2   2.7  68.4   -2.4    -.9   2.6  69.5   4.4  150.794  -2.589    .9 229.3  3554.1   .1  0.0   .3   .1   .1   .2
 820.0  660.4   8.0   2.6  68.8   -2.3    -.7   2.4  73.7   4.3  150.794  -2.589    .9 229.9  3596.8   .1  0.0   .1   .1   .1   .2
 830.0  657.4   7.8   2.5  69.5   -2.4    -.5   2.4  79.1   3.8  150.793  -2.589    .9 230.6  3635.0   .1  0.0   .3   .1   .1   .2
 840.0  653.8   7.6   2.1  68.5   -2.1    0.0   2.1  89.2   4.5  150.793  -2.589   1.0 231.3  3680.4   .2  0.0   .1   .1   .1   .2
 850.0  650.4   7.5   1.9  67.8   -1.6     .4   1.7 102.8   4.2  150.793  -2.589   1.0 232.1  3722.5   .2  0.0   .1   .1   .1   .2
 860.0  647.1   7.4   1.7  67.6   -1.3     .7   1.5 118.2   4.2  150.793  -2.589   1.0 232.8  3764.5   .1  0.0   .2   .1   .1   .2
 870.0  643.7   7.1   1.4  67.2   -1.2     .8   1.5 123.4   4.5  150.793  -2.589   1.0 233.6  3809.0   .1  0.0   .1   .1   .1   .2
 880.0  640.0   6.7   1.3  68.5   -1.2     .9   1.5 125.1   4.6  150.793  -2.589   1.0 234.4  3855.3   .1  0.0   .1   .1   .1   .2
 890.0  636.6   6.2   1.2  70.2   -1.2     .9   1.5 126.2   4.4  150.793  -2.588   1.0 235.3  3899.5   .1  0.0   .2   .2   .1   .2
 900.0  632.9   5.8   1.1  71.5   -1.3     .9   1.6 124.6   4.8  150.793  -2.588   1.0 236.1  3947.6   .1  0.0   .1   .1   .1   .2
 910.0  629.2   5.4    .9  72.9   -1.5    1.0   1.8 122.4   4.9  150.792  -2.588   1.0 237.0  3996.1   .2  0.0   .1   .1   .1   .2
 920.0  625.6   5.0    .8  74.5   -1.6    1.0   1.9 123.0   4.7  150.792  -2.588   1.0 237.9  4042.7   .2  0.0  0.0   .1   .1   .2
 930.0  622.1   4.6    .7  76.0   -1.7    1.0   2.0 120.6   4.5  150.792  -2.588   1.0 238.9  4088.0   .2  0.0   .2   .1   .1   .2
 940.0  618.4   4.2    .6  77.1   -1.8    1.0   2.0 119.2   4.9  150.792  -2.588   1.0 239.9  4136.6   .1  0.0   .1   .1   .1   .2
 950.0  614.9   4.0    .5  78.3   -1.9     .8   2.0 114.3   4.7  150.792  -2.588   1.0 240.8  4183.4   .1  0.0   .1   .1   .1   .2
 960.0  611.3   3.6    .4  79.3   -1.7     .8   1.9 114.6   4.8  150.792  -2.588   1.1 241.7  4231.5   .1  0.0   .1   .2   .1   .2
 970.0  607.7   3.3   0.0  78.7   -1.4     .7   1.6 114.5   4.8  150.791  -2.588   1.1 242.4  4279.4   .1  0.0   .5   .2   .1   .2
 980.0  604.3   3.0   -.3  78.9   -1.4     .5   1.4 108.7   4.6  150.791  -2.588   1.1 243.0  4325.1   .3  0.0   .2   .2   .1   .2
 990.0  600.9   2.6   -.5  79.5   -1.2     .3   1.2 105.8   4.5  150.791  -2.588   1.1 243.5  4370.0   .1  0.0   .2   .2   .1   .2
1000.0  597.8   2.4   -.7  80.3   -1.1     .1   1.1  96.4   4.2  150.791  -2.588   1.1 243.9  4411.8   .1  0.0   .1   .2   .1   .2
1010.0  594.6   2.1   -.5  83.3    -.9    0.0    .9  90.9   4.4  150.791  -2.588   1.1 244.1  4455.7   .2  0.0   .7   .2   .1   .2
1020.0  591.5   1.7   -.4  85.4    -.6    -.1    .6  78.9   4.3  150.791  -2.588   1.1 244.3  4498.5   .1  0.0   .1   .2   .1   .2
1030.0  588.2   1.4   -.5  87.2    -.3    -.3    .4  46.6   4.5  150.791  -2.588   1.1 244.3  4543.3   .2  0.0   .1   .2   .1   .2
1040.0  585.1   1.0   -.6  88.9    -.2    -.6    .6  18.6   4.2  150.791  -2.588   1.1 244.2  4585.0   .1  0.0   .1   .2   .1   .2
1050.0  582.1    .7   -.7  89.9     .1    -.7    .7 353.2   4.2  150.791  -2.588   1.1 243.9  4626.6   .2  0.0   .4   .2   .1   .2
1060.0  579.1    .6   -.8  90.6     .5    -.7    .8 320.6   4.1  150.791  -2.588   1.1 243.5  4667.9   .1  0.0   .1   .2   .1   .2
1070.0  575.9    .3   -.8  92.2    1.0    -.4   1.1 292.1   4.5  150.791  -2.588   1.1 243.1  4712.7   .2  0.0   .1   .2   .1   .2
1080.0  572.6    .2  -1.2  90.4    1.2    -.1   1.2 275.8   4.7  150.791  -2.588   1.1 242.7  4759.3   .1  0.0   .9   .2   .1   .2
1090.0  569.6    .2  -1.5  88.7    1.0    0.0   1.0 267.5   4.2  150.791  -2.588   1.1 242.4  4801.0   .1  0.0   .2   .2   .1   .3
1100.0  566.7   -.1  -1.8  88.1     .9     .2    .9 258.0   4.2  150.791  -2.588   1.1 242.2  4842.7   .1  0.0  1.6   .2   .1   .3
1110.0  563.8   -.1  -2.6  83.1     .8     .4    .9 244.6   4.0  150.791  -2.588   1.1 242.2  4883.0   .1  0.0   .6   .2   .1   .2
1120.0  560.7   -.2  -3.1  80.8     .9     .5   1.0 239.7   4.4  150.791  -2.588   1.1 242.2  4927.0   .1  0.0  1.0   .2   .1   .2
1130.0  557.5   -.3  -3.5  79.1     .9     .7   1.2 233.7   4.6  150.792  -2.588   1.1 242.2  4973.4  0.0  0.0   .9   .2   .1   .2
1140.0  554.5   -.5  -5.2  70.5    1.3     .9   1.6 235.4   4.4  150.792  -2.588   1.1 242.3  5017.1   .1  0.0  1.5   .2   .1   .2
1150.0  551.5   -.8  -4.5  76.0    1.3    1.2   1.7 227.9   4.3  150.792  -2.588   1.0 242.5  5059.7   .1  0.0  1.4   .2   .1   .2
1160.0  548.5   -.8  -6.0  68.0    1.4    1.5   2.0 222.8   4.4  150.792  -2.588   1.0 242.8  5103.4   .1  0.0   .8   .1   .1   .2
1170.0  545.5  -1.1  -5.4  72.2    1.2    1.8   2.2 214.5   4.4  150.792  -2.587   1.0 243.3  5147.2   .2  0.0   .8   .2   .1   .2
1180.0  542.5  -1.4  -6.2  69.9    1.0    2.0   2.2 206.2   4.5  150.792  -2.587   1.0 244.0  5192.1   .1  0.0   .2   .2   .1   .2
1190.0  539.5  -1.6  -8.0  61.4     .7    2.2   2.3 198.8   4.4  150.792  -2.587   1.0 244.9  5236.5   .1  0.0   .6   .2   .1   .2
1200.0  536.5  -1.7 -10.0  52.8     .6    2.4   2.4 193.6   4.3  150.792  -2.587    .9 245.9  5279.6   .2  0.0   .9   .2   .1   .2
1210.0  533.7  -1.9 -10.7  50.8     .5    2.5   2.6 190.9   4.3  150.792  -2.587    .9 247.2  5322.6   .1  0.0   .2   .2   .1   .2
1220.0  531.0  -2.1 -10.8  51.5     .2    2.5   2.6 184.6   4.0  150.792  -2.586    .9 248.5  5362.8   .1  0.0   .2   .2   .1   .2
1230.0  528.3  -2.4 -10.9  52.0    0.0    2.6   2.6 179.1   4.0  150.792  -2.586    .9 250.0  5403.1   .1  0.0   .7   .2   .1   .2
1240.0  525.4  -2.7 -10.5  55.2    -.3    2.7   2.7 174.2   4.4  150.792  -2.586    .9 251.6  5447.1   .3  0.0   .3   .2   .1   .2
1250.0  522.4  -3.0 -10.6  55.7    -.4    2.7   2.7 171.1   4.4  150.792  -2.586    .9 253.3  5491.5   .1  0.0  1.0   .2   .1   .2
1260.0  519.7  -3.2 -10.6  56.6    -.5    2.7   2.7 169.0   4.2  150.792  -2.585    .9 255.1  5533.4   .1  0.0  1.1   .2   .1   .2
1270.0  517.2  -3.5 -10.1  60.0    -.6    2.5   2.6 167.5   3.8  150.792  -2.585    .9 256.8  5571.4   .1  0.0  1.4   .2   .1   .3
1280.0  514.4  -3.6 -11.2  55.9    -.4    2.5   2.5 169.8   4.2  150.792  -2.585    .9 258.4  5613.3   .1  0.0  1.8   .2   .1   .3
1290.0  511.8  -3.8 -11.4  55.5    -.2    2.5   2.5 174.3   4.1  150.792  -2.585    .9 260.0  5654.2   .1  0.0   .9   .2   .1   .3
1300.0  508.7  -4.0 -11.3  56.9    -.1    2.5   2.5 177.7   4.8  150.792  -2.585    .9 261.6  5701.7   .2  0.0   .2   .3   .1   .3
1310.0  505.7  -4.3 -10.9  60.2    -.2    2.5   2.5 175.7   4.7  150.792  -2.584    .9 263.2  5748.3   .1  0.0   .4   .3   .1   .3
1320.0  502.9  -4.7  -9.2  70.7    -.3    2.5   2.6 173.3   4.4  150.792  -2.584    .9 264.8  5792.2   .1  0.0  1.7   .3   .1   .3
1330.0  500.0  -5.0  -8.9  74.4   -1.0    2.4   2.6 157.8   4.6  150.792  -2.584    .9 266.4  5837.7   .1  0.0  1.1   .3   .1   .3
1340.0  497.2  -5.2 -10.7  65.0   -1.1    2.2   2.5 153.5   4.5  150.792  -2.584    .9 268.0  5882.3   .1  0.0   .2   .3   .1   .3
1350.0  494.4  -5.4 -11.7  61.2   -1.3    2.0   2.4 147.9   4.4  150.792  -2.583    .9 269.3  5926.3   .1  0.0  1.6   .3   .1   .3
1360.0  491.7  -5.7 -10.6  68.2   -1.3    1.9   2.3 145.1   4.3  150.792  -2.583    .9 270.6  5969.3   .1  0.0  1.0   .3   .1   .3
1370.0  489.1  -6.0 -11.3  66.2   -1.5    1.7   2.2 139.1   4.2  150.792  -2.583    .9 271.6  6011.6   .1  0.0  1.4   .3   .1   .3
1380.0  486.2  -6.3 -11.2  68.1   -1.8    1.5   2.3 129.0   4.6  150.791  -2.583   1.0 272.5  6058.1   .1  0.0  1.5   .3   .1   .3
1390.0  483.5  -6.5 -11.6  66.9   -2.0    1.3   2.4 123.2   4.3  150.791  -2.583   1.0 273.3  6101.5   .2  0.0   .1   .3   .1   .3
1400.0  480.5  -6.8 -12.1  65.8   -2.0    1.2   2.4 120.9   4.9  150.791  -2.583   1.0 273.9  6150.1   .1  0.0   .3   .3   .1   .3
1410.0  477.6  -7.0 -13.3  60.7   -1.6    1.2   2.0 127.4   4.8  150.791  -2.583   1.0 274.6  6197.8   .1  0.0   .3   .3   .1   .3
1420.0  474.9  -7.2 -13.2  62.2   -1.2    1.3   1.8 138.1   4.3  150.791  -2.582   1.0 275.2  6241.3   .1  0.0   .9   .3   .1   .4
1430.0  472.2  -7.5 -13.2  63.3    -.9    1.4   1.6 148.0   4.4  150.791  -2.582   1.0 275.9  6285.3   .1  0.0   .2   .4   .1   .4
1440.0  469.6  -7.7 -13.5  63.2    -.6    1.5   1.6 157.9   4.3  150.791  -2.582   1.1 276.6  6328.8   .1  0.0  1.4   .4   .1   .4
1450.0  466.8  -7.8 -14.8  57.2    -.3    1.6   1.7 168.8   4.6  150.791  -2.582   1.1 277.4  6375.1   .1  0.0   .6   .4   .1   .4
1460.0  464.3  -7.8 -15.4  54.3    0.0    1.7   1.7 178.7   4.3  150.791  -2.582   1.1 278.3  6417.8   .1  0.0   .3   .4   .1   .4
1470.0  461.7  -8.0 -15.8  53.3    -.2    1.7   1.7 174.6   4.4  150.791  -2.582   1.1 279.2  6461.3   .1  0.0   .8   .4   .1   .4
1480.0  459.0  -8.3 -15.5  56.1    -.4    1.8   1.8 168.2   4.5  150.790  -2.582   1.1 280.1  6506.7   .1  0.0   .6   .3   .1   .4
1490.0  456.3  -8.6 -16.2  53.9    -.5    1.9   1.9 165.4   4.5  150.790  -2.581   1.1 281.0  6551.4   .1  0.0   .2   .4   .1   .4
1500.0  453.8  -8.8 -17.1  51.0    -.6    1.9   2.0 161.8   4.4  150.790  -2.581   1.1 282.0  6595.0   .1  0.0   .1   .4   .1   .4
1510.0  451.2  -8.9 -18.0  47.5    -.6    2.0   2.1 162.3   4.5  150.790  -2.581   1.1 282.9  6639.6   .1  0.0   .5   .3   .1   .4
1520.0  448.6  -9.1 -18.6  46.2    -.4    2.0   2.0 168.5   4.5  150.790  -2.581   1.1 283.8  6684.2   .1  0.0   .3   .3   .1   .4
1530.0  446.0  -9.4 -18.5  47.4    0.0    2.0   2.0 179.4   4.4  150.790  -2.581   1.1 284.8  6728.1   .2  0.0   .9   .3   .1   .4
1540.0  443.5  -9.7 -19.5  44.8     .5    2.1   2.2 192.4   4.5  150.790  -2.581   1.1 285.8  6772.8   .2  0.0   .1   .3   .1   .3
1550.0  440.9 -10.0 -19.6  45.3    1.2    2.3   2.6 208.6   4.4  150.790  -2.580   1.1 287.0  6817.1   .1  0.0   .1   .3   .1   .3
1560.0  438.3 -10.5 -19.7  46.7    2.0    2.4   3.1 219.6   4.7  150.791  -2.580   1.1 288.5  6864.0   .1  0.0   .1   .3   .1   .3
1570.0  435.4 -10.8 -19.9  47.4    2.9    2.5   3.8 229.1   5.1  150.791  -2.580   1.1 290.1  6915.1   .1  0.0   .2   .3   .1   .3
1580.0  432.0 -11.2 -20.5  46.2    3.2    2.4   4.0 232.8   6.0  150.791  -2.580   1.1 291.9  6975.4   .1  0.0   .2   .3   .1   .3
1590.0  428.7 -11.7 -20.7  47.2    3.6    2.3   4.3 236.9   5.9  150.791  -2.580   1.1 293.8  7034.0  0.0  0.0   .1   .3   .1   .3
1600.0  425.9 -12.0 -21.0  47.3    4.1    2.3   4.7 241.4   4.9  150.792  -2.579   1.0 295.8  7082.8   .1  0.0   .1   .3   .1   .3
1610.0  423.4 -12.2 -21.8  44.8    4.9    2.1   5.3 247.2   4.6  150.792  -2.579   1.0 298.0  7129.1   .2  0.0   .8   .3   .1   .3
1620.0  420.8 -12.1 -25.8  31.0    5.3    1.8   5.6 251.0   4.6  150.793  -2.579   1.0 300.5  7174.8   .1  0.0   .7   .3   .1   .3
